data,AVG,119,A13,ANHOL,B1,BO3,BY1,BY15,BY2,BY29,BY31,BY38,K,LL3A,LL7,N14,P1,P104,P116,BCSIII10,BY5,PL-R4,REFM1,SR5,US5B,ZN4,FOE-BHB,KATTEG_4,DMU_905,VSJ_20925,OMIOW4,FOE-B11,OMBMPK3,OMREGION1,W_BORNHOL,BY7,FOE-B14,BY10,BY39,FOE-BP3,121,BY17,F80,BY32,LL17,HANKO_2,KAS-11,SJA772,LOS-15,F64,PORI_1,US2,F18,F3,SR1A,FOE-B03,OMTF0018,FOE-B01,FYN_67,ÖRESUND_2,E_BORNH
01.07.2014,17.534,18.833,17.086,19.84,18.479,17.492,18.806,17.638,19.006,17.544,17.759,18.325,17.278,17.887,17.556,19.889,19.434,19.386,19.098,18.315,18.436,15.896,19.235,17.233,16.976,18.419,18.424,19.52,19.794,19.411,18.694,18.987,19.036,19.214,18.568,18.585,18.084,17.625,18.363,18.968,19.017,17.312,17.88,17.832,17.756,17.576,18.023,15.925,19.38,17.189,17.071,17.176,17.76,17.39,17.019,18.717,19.06,19.499,19.273,19.309,18.409
01.08.2014,18.142,20.089,16.42,18.59,15.998,17.261,19.688,18.918,19.258,18.677,16.822,18.352,20.313,18.769,18.711,18.549,19.497,19.966,19.34,19.168,18.749,17.907,17.816,18.235,17.914,19.892,18.913,17.96,18.122,18.789,19.866,19.636,19.458,19.441,18.883,18.969,18.962,18.742,16.306,20.407,20.151,19.203,18.69,17.87,18.84,18.818,19.207,19.366,19.344,16.719,18.535,17.795,18.747,17.521,15.172,19.488,19.361,19.531,18.665,18.715,18.818
01.09.2014,15.313,16.572,13.348,16.093,14.726,13.321,16.838,16.05,16.876,15.557,14.764,15.697,16.156,15.935,15.837,16.111,16.776,16.729,16.926,16.526,16.372,13.276,15.68,14.074,14.575,16.31,16.268,15.86,15.953,16.095,16.86,16.795,16.628,16.837,16.341,16.538,16.112,15.945,15.453,17.019,16.447,16.361,15.89,15.476,15.66,16.155,15.875,14.951,15.538,14.227,14.591,14.744,14.799,13.35,14.519,16.633,16.79,16.811,16.442,16.389,16.143
01.10.2014,11.413,11.896,8.332,13.02,10.788,8.715,14.516,12.285,14.447,11.395,11.75,11.926,12.8,10.637,10.62,12.869,13.314,12.387,13.283,13.195,13.796,12.278,12.799,10.111,9.857,12.173,13.865,12.799,13.013,13.385,14.604,14.632,14.012,14.358,14.028,13.626,12.496,12.262,12.931,13.49,11.803,12.386,11.501,12.095,11.523,11.435,10.724,10.436,9.032,10.794,10.073,9.573,9.468,7.871,10.236,14.184,14.665,14.587,14.013,13.507,13.346
01.11.2014,8.256,7.673,5.058,9.92,7.681,5.253,11.793,8.934,11.872,8.392,8.572,9.336,9.01,6.271,6.688,9.667,9.461,8.588,9.351,10.091,11.15,8.838,9.327,7.596,6.819,8.78,11.567,9.734,9.957,10.16,11.735,11.65,10.306,10.734,11.273,10.25,9.957,9.527,10.235,10.235,7.902,9.036,8.699,9.046,8.725,7.875,6,7.392,5.253,8.058,7.625,6.66,6.265,5.463,7.118,11.252,10.941,10.776,10.555,10.101,10.612
01.12.2014,5.191,4.414,3.32,6.012,4.682,3.357,7.048,6.318,7.31,5.879,6.087,6.369,5.246,4.231,4.25,5.607,6.374,4.941,6.166,6.947,7.64,5.417,5.183,5.379,4.98,5.607,8.07,6.277,6.081,5.921,6.997,7.081,6.581,7.071,7.671,6.708,6.806,6.787,6.824,6.622,4.418,6.241,5.977,6.22,5.821,5.207,2.915,3.912,2.434,5.591,5.466,4.379,4.194,2.847,3.977,7.638,5.607,5.807,6.063,5.652,6.912
01.01.2015,3.378,1.942,1.124,4.464,3.066,0.972,4.575,4.503,4.869,4.121,4.532,4.789,3.667,1.298,2.192,4.044,4.599,3.477,4.604,4.834,5.298,3.876,3.475,3.391,3.211,3.9,5.569,4.753,4.56,4.227,4.498,4.526,4.88,5.007,5.433,4.91,4.805,4.569,4.577,4.401,1.987,4.615,4.205,4.782,3.8,3.268,0.439,2.009,0.427,3.594,2.718,2.576,1.941,0.819,1.547,5.476,4.247,4.19,4.167,3.665,4.511
01.02.2015,2.487,0.986,0.274,2.6,2.513,0.318,3.405,3.325,3.659,2.902,3.21,3.768,2.877,0.412,0.925,2.539,3.51,2.88,3.4,3.738,3.955,2.926,2.216,2.192,1.993,3.067,4.244,3.08,2.857,2.532,3.302,3.287,3.508,3.642,4.098,3.754,3.689,3.435,3.47,3.141,1.07,3.25,3.277,3.575,2.642,1.806,0.04,0.921,0.562,2.132,1.823,1.35,0.982,-0.006,0.928,4.106,2.673,2.599,2.495,2.418,3.55
01.03.2015,3.062,1.852,0.602,3.735,3.273,0.659,3.873,3.663,3.982,3.167,3.554,3.759,3.853,0.978,1.605,3.685,3.751,3.846,3.796,3.779,3.989,3.676,3.432,1.995,1.814,3.705,4.074,3.849,3.809,3.934,3.849,3.86,4.012,3.999,3.976,3.829,3.643,3.642,3.823,3.252,1.63,3.405,3.481,3.702,2.961,2.379,0.457,1.542,1.836,2.389,2.077,1.39,1.329,0.152,1.483,4.045,3.899,3.994,3.947,3.972,3.761
01.04.2015,4.353,3.553,0.902,6.512,4.623,1.094,5.542,4.407,5.548,3.958,4.45,4.605,6.057,2.214,2.55,6.391,4.819,5.38,5.068,4.494,5.205,5.515,5.689,2.711,2.311,5.16,5.105,6.473,6.596,6.561,5.649,5.717,5.647,5.523,5.241,5.052,4.494,4.483,4.774,4.96,3.121,4.406,4.273,4.455,3.912,3.089,1.819,3.02,3.626,3.269,2.512,2.299,2.267,0.559,2.626,5.296,6.87,6.941,6.684,6.517,4.708
01.05.2015,7.405,7.694,2.371,10.041,7.833,2.489,8.682,7.508,8.876,6.99,7.458,7.444,10.536,5.569,5.768,10.103,8.465,9.68,8.987,7.248,8.548,9.695,9.256,4.474,4.229,9.332,8.221,9.667,9.852,10.31,8.791,8.918,8.813,8.834,8.412,7.935,7.533,7.669,7.359,8.326,6.926,7.494,7.122,7.67,6.746,5.935,5.67,6.788,7.704,5.667,4.41,4.394,4.661,1.781,5.225,8.865,10.689,10.681,10.54,10.472,7.707
01.06.2015,11.399,13.339,6.281,13.234,11.659,6.097,12.529,11.72,12.375,11.356,11.486,11.687,15.032,9.648,10.029,13.347,13.126,14.257,13.495,12.295,12.514,13.847,12.747,8.284,7.951,14.065,12.383,12.931,13.156,13.34,12.656,12.698,12.989,12.8,12.652,12.317,12.098,12.013,10.821,13.352,12.391,11.852,11.709,11.75,11.214,10.587,10.229,11.583,12.386,9.676,8.272,9.108,8.94,8.36,9.353,12.718,14.171,14.219,13.46,13.898,11.95
01.07.2015,15.384,17.039,12.585,16.547,14.635,12.828,15.375,15.95,15.551,15.684,15.118,15.706,17.775,14.875,14.838,16.883,16.42,17.605,16.816,15.818,15.884,16.942,15.578,14.28,13.876,17.329,15.159,16.105,16.134,16.403,15.492,15.586,16.266,15.804,15.705,15.878,15.749,15.854,13.093,16.893,16.723,16.128,15.894,15.765,15.677,15.324,14.813,15.976,16.981,14.566,14.758,14.122,14.37,13.616,14.811,16.034,17.294,17.296,16.596,17.01,15.695
01.08.2015,17.183,19.183,15.514,17.881,17.231,15.829,17.291,18.256,17.479,18.126,17.423,17.998,18.158,17.39,17.442,18.028,18.709,18.94,18.798,18.364,17.556,16.077,17.445,16.533,16.303,18.275,16.962,17.684,17.675,17.732,17.249,17.613,17.298,17.543,17.308,17.951,18.137,18.289,16.781,18.939,19.145,18.368,17.993,17.727,18.137,17.864,17.429,17.16,18.299,16.78,16.802,16.283,16.534,16.281,16.631,17.424,17.615,17.804,17.618,17.768,18.031
01.09.2015,15.151,16.881,13.251,15.656,14.922,13.819,16.447,16.163,16.28,15.959,15.434,15.418,16.487,15.87,15.537,15.648,16.706,16.552,16.727,16.339,16.1,14.916,15.813,14.58,14.23,15.861,16.115,15.289,15.449,15.695,16.382,16.266,16.108,16.247,16.1,16.079,16.091,16.271,15.394,16.987,16.878,16.343,16.017,15.478,15.83,15.953,15.847,14.253,14.456,14.568,15.005,14.104,14.335,13.831,14.07,16.247,16.108,16.191,15.678,15.577,16.163
01.10.2015,11.41,13.247,8.547,11.892,11.106,8.716,13.807,12.988,13.697,12.68,12.534,12.127,12.03,11.56,11.718,11.704,13.211,12.205,13.312,12.95,12.994,10.658,11.386,11.119,10.715,12.126,13.033,11.727,11.944,11.997,13.577,13.52,12.715,12.968,13.027,12.378,12.927,13.068,12.29,13.673,13.115,13.268,12.655,12.419,12.751,12.537,10.678,10.623,10.823,11.115,11.313,9.147,9.459,9.181,10.932,12.883,12.877,12.707,12.135,11.774,12.804
01.11.2015,8.671,9.973,6.533,9.412,7.778,6.059,10.635,9.891,10.943,9.56,9.222,9.526,9.187,8.371,8.441,9.183,10.189,9.08,10.102,10.119,10.521,8.916,9.075,8.201,7.731,9.547,10.716,9.391,9.416,9.377,10.52,10.849,10.189,10.501,10.46,10.12,9.989,10.062,9.863,10.548,9.671,9.973,9.75,9.713,9.492,9.137,7.377,8.179,6.749,8.83,8.836,6.941,7.8,7.072,6.648,10.304,9.8,9.867,9.563,9.309,10.268
01.12.2015,6.187,6.44,3.93,7.315,5.026,4.113,7.678,7.307,7.813,7.281,6.515,6.999,6.854,6.201,6.482,6.874,7.855,6.599,7.677,7.858,8.082,6.706,6.454,5.391,6.025,6.943,8.301,7.338,7.279,7.137,7.701,7.715,7.777,7.773,8.152,7.745,7.432,7.393,7.229,7.786,6.269,7.577,6.977,6.833,7.1,6.75,5.105,5.689,4.092,5.837,6.06,5.18,5.077,4.129,3.538,8.166,6.89,6.961,6.739,6.523,7.725
